"","module_category","component_category","year.month.repair.","TotalCount","RepairCount"
"3828","M5","P17","2007/11",12,16
"3829","M5","P17","2007/12",8,10
"3830","M5","P17","2007/2",4,4
"3831","M5","P17","2007/3",12,15
"3832","M5","P17","2007/4",13,16
"3833","M5","P17","2007/5",12,15
"3834","M5","P17","2007/6",7,8
"3835","M5","P17","2007/7",15,17
"3836","M5","P17","2007/8",4,5
"3837","M5","P17","2007/9",9,11
"3838","M5","P17","2008/1",7,8
"3839","M5","P17","2008/10",2,3
"3840","M5","P17","2008/11",8,8
"3841","M5","P17","2008/12",7,9
"3842","M5","P17","2008/2",4,5
"3843","M5","P17","2008/3",4,6
"3844","M5","P17","2008/4",9,15
"3845","M5","P17","2008/5",3,3
"3846","M5","P17","2008/6",5,7
"3847","M5","P17","2008/7",5,6
"3848","M5","P17","2008/8",3,4
"3849","M5","P17","2008/9",3,5
"3850","M5","P17","2009/1",5,5
"3851","M5","P17","2009/3",1,1
"3852","M5","P17","2009/4",1,1
"3853","M5","P19","2005/12",3,3
"3854","M5","P19","2006/1",1,1
"3855","M5","P19","2006/10",14,15
"3856","M5","P19","2006/11",11,11
"3857","M5","P19","2006/12",6,6
"3858","M5","P19","2006/2",5,5
"3859","M5","P19","2006/3",3,5
"3860","M5","P19","2006/5",4,4
"3861","M5","P19","2006/6",6,6
"3862","M5","P19","2006/7",5,5
"3863","M5","P19","2006/8",4,4
"3864","M5","P19","2006/9",3,3
"3865","M5","P19","2007/1",1,1
"3866","M5","P19","2007/10",6,6
"3867","M5","P19","2007/11",4,4
"3868","M5","P19","2007/12",4,4
"3869","M5","P19","2007/2",7,7
"3870","M5","P19","2007/3",5,5
"3871","M5","P19","2007/4",1,1
"3872","M5","P19","2007/5",4,4
"3873","M5","P19","2007/6",3,3
"3874","M5","P19","2007/7",5,5
"3875","M5","P19","2007/8",3,3
"3876","M5","P19","2007/9",5,5
"3877","M5","P19","2008/1",5,5
"3878","M5","P19","2008/12",2,2
"3879","M5","P19","2008/2",2,2
"3880","M5","P19","2008/3",4,4
"3881","M5","P19","2008/4",2,2
"3882","M5","P19","2008/5",1,1
"3883","M5","P19","2008/6",4,4
"3884","M5","P19","2008/8",2,2
"3885","M5","P19","2008/9",1,1
"3886","M5","P19","2009/1",2,2
"3887","M5","P20","2005/11",3,3
"3888","M5","P20","2005/12",14,14
"3889","M5","P20","2006/1",44,44
"3890","M5","P20","2006/10",188,191
"3891","M5","P20","2006/11",227,231
"3892","M5","P20","2006/12",187,191
"3893","M5","P20","2006/2",59,62
"3894","M5","P20","2006/3",91,98
"3895","M5","P20","2006/4",92,95
"3896","M5","P20","2006/5",116,121
"3897","M5","P20","2006/6",105,106
"3898","M5","P20","2006/7",143,144
"3899","M5","P20","2006/8",144,149
"3900","M5","P20","2006/9",177,181
"3901","M5","P20","2007/1",207,211
"3902","M5","P20","2007/10",169,170
"3903","M5","P20","2007/11",153,154
"3904","M5","P20","2007/12",125,125
"3905","M5","P20","2007/2",220,224
"3906","M5","P20","2007/3",224,224
"3907","M5","P20","2007/4",196,197
"3908","M5","P20","2007/5",182,182
"3909","M5","P20","2007/6",189,190
"3910","M5","P20","2007/7",189,189
"3911","M5","P20","2007/8",135,135
"3912","M5","P20","2007/9",161,162
"3913","M5","P20","2008/1",83,84
"3914","M5","P20","2008/10",15,15
"3915","M5","P20","2008/11",7,7
"3916","M5","P20","2008/12",5,5
"3917","M5","P20","2008/2",99,99
"3918","M5","P20","2008/3",94,96
"3919","M5","P20","2008/4",79,79
"3920","M5","P20","2008/5",44,44
"3921","M5","P20","2008/6",47,47
"3922","M5","P20","2008/7",38,38
"3923","M5","P20","2008/8",27,28
"3924","M5","P20","2008/9",26,26
"3925","M5","P20","2009/1",2,2
"3926","M5","P20","2009/10",1,1
"3927","M5","P20","2009/2",5,5
"3928","M5","P20","2009/3",5,5
"3929","M5","P20","2009/4",1,1
"3930","M5","P21","2005/11",1,1
"3931","M5","P21","2005/12",4,4
"3932","M5","P21","2006/1",9,9
"3933","M5","P21","2006/10",88,89
"3934","M5","P21","2006/11",92,93
"3935","M5","P21","2006/12",62,64
"3936","M5","P21","2006/2",34,34
"3937","M5","P21","2006/3",48,48
"3938","M5","P21","2006/4",52,52
"3939","M5","P21","2006/5",56,58
"3940","M5","P21","2006/6",40,40
"3941","M5","P21","2006/7",52,52
"3942","M5","P21","2006/8",56,56
"3943","M5","P21","2006/9",58,59
"3944","M5","P21","2007/1",43,45
"3945","M5","P21","2007/10",138,138
"3946","M5","P21","2007/11",139,139
"3947","M5","P21","2007/12",108,108
"3948","M5","P21","2007/2",45,45
"3949","M5","P21","2007/3",55,55
"3950","M5","P21","2007/4",44,44
"3951","M5","P21","2007/5",21,21
"3952","M5","P21","2007/6",42,43
"3953","M5","P21","2007/7",27,27
"3954","M5","P21","2007/8",16,16
"3955","M5","P21","2007/9",99,102
"3956","M5","P21","2008/1",51,51
"3957","M5","P21","2008/10",10,10
"3958","M5","P21","2008/11",18,18
"3959","M5","P21","2008/12",22,23
"3960","M5","P21","2008/2",41,41
"3961","M5","P21","2008/3",39,40
"3962","M5","P21","2008/4",39,39
"3963","M5","P21","2008/5",25,26
"3964","M5","P21","2008/6",21,21
"3965","M5","P21","2008/7",20,20
"3966","M5","P21","2008/8",20,20
"3967","M5","P21","2008/9",10,10
"3968","M5","P21","2009/1",17,17
"3969","M5","P21","2009/10",2,2
"3970","M5","P21","2009/11",5,5
"3971","M5","P21","2009/12",2,2
"3972","M5","P21","2009/2",8,8
"3973","M5","P21","2009/3",7,7
"3974","M5","P21","2009/4",11,11
"3975","M5","P21","2009/5",8,8
"3976","M5","P21","2009/6",3,3
"3977","M5","P21","2009/7",4,4
"3978","M5","P21","2009/8",4,4
"3979","M5","P21","2009/9",3,3
"3980","M5","P22","2005/12",3,3
"3981","M5","P22","2006/1",7,7
"3982","M5","P22","2006/10",2,2
"3983","M5","P22","2006/11",3,3
"3984","M5","P22","2006/12",6,6
"3985","M5","P22","2006/2",3,3
"3986","M5","P22","2006/3",3,3
"3987","M5","P22","2006/4",2,2
"3988","M5","P22","2006/5",6,6
"3989","M5","P22","2006/6",1,1
"3990","M5","P22","2006/7",3,3
"3991","M5","P22","2006/8",3,3
"3992","M5","P22","2006/9",3,3
"3993","M5","P22","2007/1",3,3
"3994","M5","P22","2007/11",1,1
"3995","M5","P22","2007/12",2,2
"3996","M5","P22","2007/2",1,1
"3997","M5","P22","2007/3",3,3
"3998","M5","P22","2007/5",1,1
"3999","M5","P22","2007/6",2,2
"4000","M5","P22","2007/7",1,1
"4001","M5","P22","2007/8",1,1
"4002","M5","P22","2007/9",3,3
"4003","M5","P22","2008/11",1,1
"4004","M5","P22","2008/4",1,1
"4005","M5","P22","2008/6",1,1
"4006","M5","P22","2008/9",1,1
"4007","M5","P22","2009/1",2,2
"4008","M5","P24","2005/11",1,1
"4009","M5","P24","2005/12",12,13
"4010","M5","P24","2006/1",18,20
"4011","M5","P24","2006/10",74,74
"4012","M5","P24","2006/11",93,94
"4013","M5","P24","2006/12",99,100
"4014","M5","P24","2006/2",20,21
"4015","M5","P24","2006/3",24,24
"4016","M5","P24","2006/4",28,28
"4017","M5","P24","2006/5",40,41
"4018","M5","P24","2006/6",45,46
"4019","M5","P24","2006/7",57,59
"4020","M5","P24","2006/8",64,64
"4021","M5","P24","2006/9",87,88
"4022","M5","P24","2007/1",89,91
"4023","M5","P24","2007/10",68,68
"4024","M5","P24","2007/11",67,68
"4025","M5","P24","2007/12",76,76
"4026","M5","P24","2007/2",103,104
"4027","M5","P24","2007/3",95,95
"4028","M5","P24","2007/4",85,85
"4029","M5","P24","2007/5",73,73
"4030","M5","P24","2007/6",80,80
"4031","M5","P24","2007/7",72,72
"4032","M5","P24","2007/8",65,66
"4033","M5","P24","2007/9",68,70
"4034","M5","P24","2008/1",60,60
"4035","M5","P24","2008/10",4,4
"4036","M5","P24","2008/11",3,3
"4037","M5","P24","2008/12",3,3
"4038","M5","P24","2008/2",50,50
"4039","M5","P24","2008/3",56,56
"4040","M5","P24","2008/4",50,50
"4041","M5","P24","2008/5",29,29
"4042","M5","P24","2008/6",21,21
"4043","M5","P24","2008/7",10,10
"4044","M5","P24","2008/8",10,10
"4045","M5","P24","2008/9",15,15
"4046","M5","P24","2009/1",4,4
"4047","M5","P24","2009/10",1,1
"4048","M5","P24","2009/2",1,1
"4049","M5","P24","2009/3",4,4
"4050","M5","P24","2009/5",2,2
"4051","M5","P26","2005/12",4,4
"4052","M5","P26","2006/1",9,9
"4053","M5","P26","2006/10",14,14
"4054","M5","P26","2006/11",15,15
"4055","M5","P26","2006/12",14,14
"4056","M5","P26","2006/2",19,22
"4057","M5","P26","2006/3",14,15
"4058","M5","P26","2006/4",29,30
"4059","M5","P26","2006/5",32,36
"4060","M5","P26","2006/6",16,17
"4061","M5","P26","2006/7",13,14
"4062","M5","P26","2006/8",11,11
"4063","M5","P26","2006/9",17,17
"4064","M5","P26","2007/1",8,8
"4065","M5","P26","2007/10",5,5
"4066","M5","P26","2007/11",8,8
"4067","M5","P26","2007/12",2,2
"4068","M5","P26","2007/2",10,10
"4069","M5","P26","2007/3",7,7
"4070","M5","P26","2007/4",5,5
"4071","M5","P26","2007/5",7,7
"4072","M5","P26","2007/6",6,6
"4073","M5","P26","2007/7",10,10
"4074","M5","P26","2007/8",4,4
"4075","M5","P26","2007/9",2,2
"4076","M5","P26","2008/1",1,1
"4077","M5","P26","2008/12",2,2
"4078","M5","P26","2008/2",2,2
"4079","M5","P26","2008/3",1,1
"4080","M5","P26","2008/4",3,3
"4081","M5","P26","2008/5",2,2
"4082","M5","P26","2008/6",2,2
"4083","M5","P26","2008/7",1,1
"4084","M5","P26","2008/9",2,2
"4085","M5","P26","2009/1",1,1
"4086","M5","P26","2009/10",1,1
"4087","M5","P26","2009/2",1,1
"4088","M5","P26","2009/6",1,1
"4089","M5","P26","2009/9",1,1
"4090","M5","P27","2007/10",1,1
"4091","M5","P27","2007/9",2,2
"4092","M5","P28","2005/11",2,2
"4093","M5","P28","2005/12",9,9
"4094","M5","P28","2006/1",18,18
"4095","M5","P28","2006/10",62,62
"4096","M5","P28","2006/11",69,71
"4097","M5","P28","2006/12",52,55
"4098","M5","P28","2006/2",12,12
"4099","M5","P28","2006/3",21,22
"4100","M5","P28","2006/4",25,27
"4101","M5","P28","2006/5",55,57
"4102","M5","P28","2006/6",42,46
"4103","M5","P28","2006/7",49,50
"4104","M5","P28","2006/8",55,55
"4105","M5","P28","2006/9",39,43
"4106","M5","P28","2007/1",38,39
"4107","M5","P28","2007/10",45,46
"4108","M5","P28","2007/11",46,47
"4109","M5","P28","2007/12",35,35
"4110","M5","P28","2007/2",40,41
"4111","M5","P28","2007/3",41,43
"4112","M5","P28","2007/4",44,44
"4113","M5","P28","2007/5",24,24
"4114","M5","P28","2007/6",50,51
"4115","M5","P28","2007/7",52,52
"4116","M5","P28","2007/8",50,51
"4117","M5","P28","2007/9",51,55
"4118","M5","P28","2008/1",27,27
"4119","M5","P28","2008/10",11,11
"4120","M5","P28","2008/11",2,2
"4121","M5","P28","2008/12",3,3
"4122","M5","P28","2008/2",19,20
"4123","M5","P28","2008/3",16,16
"4124","M5","P28","2008/4",20,20
"4125","M5","P28","2008/5",15,15
"4126","M5","P28","2008/6",8,8
"4127","M5","P28","2008/7",8,8
"4128","M5","P28","2008/8",9,10
"4129","M5","P28","2008/9",7,7
"4130","M5","P28","2009/1",1,1
"4131","M5","P28","2009/2",1,1
"4132","M5","P28","2009/3",1,1
"4133","M5","P28","2009/8",2,2
"4134","M5","P30","2005/11",1,1
"4135","M5","P30","2005/12",4,5
"4136","M5","P30","2006/1",7,7
"4137","M5","P30","2006/10",57,64
"4138","M5","P30","2006/11",60,66
"4139","M5","P30","2006/12",49,57
"4140","M5","P30","2006/2",13,13
"4141","M5","P30","2006/3",20,21
"4142","M5","P30","2006/4",24,27
"4143","M5","P30","2006/5",31,33
"4144","M5","P30","2006/6",39,42
"4145","M5","P30","2006/7",48,54
"4146","M5","P30","2006/8",44,49
"4147","M5","P30","2006/9",53,60
"4148","M5","P30","2007/1",26,31
"4149","M5","P30","2007/10",18,18
"4150","M5","P30","2007/11",29,33
"4151","M5","P30","2007/12",13,18
"4152","M5","P30","2007/2",36,43
"4153","M5","P30","2007/3",29,34
"4154","M5","P30","2007/4",34,40
"4155","M5","P30","2007/5",16,19
"4156","M5","P30","2007/6",19,22
"4157","M5","P30","2007/7",24,25
"4158","M5","P30","2007/8",15,18
"4159","M5","P30","2007/9",25,27
"4160","M5","P30","2008/1",18,20
"4161","M5","P30","2008/10",4,5
"4162","M5","P30","2008/11",3,4
"4163","M5","P30","2008/12",1,1
"4164","M5","P30","2008/2",16,19
"4165","M5","P30","2008/3",11,12
"4166","M5","P30","2008/4",6,6
"4167","M5","P30","2008/5",2,2
"4168","M5","P30","2008/6",6,7
"4169","M5","P30","2008/7",1,1
"4170","M5","P30","2008/8",4,6
"4171","M5","P30","2008/9",5,5
"4172","M5","P30","2009/1",1,1
"4173","M5","P30","2009/12",1,1
"4174","M5","P30","2009/2",1,2
"4175","M5","P30","2009/5",1,1
"4176","M5","P31","2005/12",2,2
"4177","M5","P31","2006/1",5,5
"4178","M5","P31","2006/10",8,8
"4179","M5","P31","2006/11",18,19
"4180","M5","P31","2006/12",7,7
"4181","M5","P31","2006/2",5,5
"4182","M5","P31","2006/3",5,5
"4183","M5","P31","2006/4",8,8
"4184","M5","P31","2006/5",11,11
"4185","M5","P31","2006/6",11,12
"4186","M5","P31","2006/7",11,11
"4187","M5","P31","2006/8",9,9
"4188","M5","P31","2006/9",13,13
"4189","M5","P31","2007/1",9,9
"4190","M5","P31","2007/10",10,10
"4191","M5","P31","2007/11",13,14
"4192","M5","P31","2007/12",6,6
"4193","M5","P31","2007/2",6,6
"4194","M5","P31","2007/3",6,6
"4195","M5","P31","2007/4",7,7
"4196","M5","P31","2007/5",5,5
"4197","M5","P31","2007/6",10,10
"4198","M5","P31","2007/7",7,7
"4199","M5","P31","2007/8",2,2
"4200","M5","P31","2007/9",5,5
"4201","M5","P31","2008/1",9,9
"4202","M5","P31","2008/10",1,1
"4203","M5","P31","2008/12",1,1
"4204","M5","P31","2008/2",3,3
"4205","M5","P31","2008/3",7,7
"4206","M5","P31","2008/4",4,4
"4207","M5","P31","2008/5",3,3
"4208","M5","P31","2008/6",7,7
"4209","M5","P31","2008/7",3,3
"4210","M5","P31","2008/8",4,4
"4211","M5","P31","2008/9",3,3
"4212","M5","P31","2009/5",1,1
"4213","M5","P31","2009/9",1,1
"4214","M6","P01","2008/11",1,1
"4215","M6","P01","2009/10",1,1
"4216","M6","P01","2009/8",1,1
"4217","M6","P02","2007/10",1,1
"4218","M6","P02","2007/11",6,6
"4219","M6","P02","2007/12",11,11
"4220","M6","P02","2007/8",1,1
"4221","M6","P02","2007/9",1,1
"4222","M6","P02","2008/1",16,17
"4223","M6","P02","2008/10",9,9
"4224","M6","P02","2008/11",8,8
"4225","M6","P02","2008/12",2,2
"4226","M6","P02","2008/2",14,14
"4227","M6","P02","2008/3",8,8
"4228","M6","P02","2008/4",2,2
"4229","M6","P02","2008/5",5,5
"4230","M6","P02","2008/6",7,7
"4231","M6","P02","2008/7",6,6
"4232","M6","P02","2008/8",11,11
"4233","M6","P02","2008/9",7,7
"4234","M6","P02","2009/1",7,7
"4235","M6","P02","2009/10",2,2
"4236","M6","P02","2009/12",2,2
"4237","M6","P02","2009/2",7,7
"4238","M6","P02","2009/3",4,4
"4239","M6","P02","2009/4",7,7
"4240","M6","P02","2009/5",5,5
"4241","M6","P02","2009/6",5,5
"4242","M6","P02","2009/7",4,4
"4243","M6","P02","2009/8",3,3
"4244","M6","P02","2009/9",3,3
"4245","M6","P03","2008/8",1,1
"4246","M6","P03","2009/1",1,1
"4247","M6","P03","2009/4",1,1
"4248","M6","P04","2007/10",2,2
"4249","M6","P04","2007/11",10,10
"4250","M6","P04","2007/12",7,7
"4251","M6","P04","2008/1",4,4
"4252","M6","P04","2008/10",7,7
"4253","M6","P04","2008/11",7,7
"4254","M6","P04","2008/12",3,3
"4255","M6","P04","2008/2",4,4
"4256","M6","P04","2008/3",7,7
"4257","M6","P04","2008/4",3,3
"4258","M6","P04","2008/5",6,6
"4259","M6","P04","2008/6",4,4
"4260","M6","P04","2008/7",5,5
"4261","M6","P04","2008/8",5,5
"4262","M6","P04","2008/9",5,5
"4263","M6","P04","2009/1",4,4
"4264","M6","P04","2009/10",3,3
"4265","M6","P04","2009/11",1,1
"4266","M6","P04","2009/12",1,1
"4267","M6","P04","2009/2",1,1
"4268","M6","P04","2009/3",1,1
"4269","M6","P04","2009/4",5,5
"4270","M6","P04","2009/5",2,2
"4271","M6","P04","2009/6",1,1
"4272","M6","P04","2009/7",3,3
"4273","M6","P04","2009/8",4,4
"4274","M6","P04","2009/9",1,1
"4275","M6","P05","2007/10",7,7
"4276","M6","P05","2007/12",12,12
"4277","M6","P05","2007/9",3,3
"4278","M6","P05","2008/1",10,10
"4279","M6","P05","2008/10",18,18
"4280","M6","P05","2008/11",11,11
"4281","M6","P05","2008/12",16,16
"4282","M6","P05","2008/2",4,4
"4283","M6","P05","2008/3",3,3
"4284","M6","P05","2008/4",6,6
"4285","M6","P05","2008/5",5,5
"4286","M6","P05","2008/6",6,6
"4287","M6","P05","2008/7",8,8
"4288","M6","P05","2008/8",5,5
"4289","M6","P05","2008/9",6,6
"4290","M6","P05","2009/1",4,4
"4291","M6","P05","2009/10",6,6
"4292","M6","P05","2009/11",7,7
"4293","M6","P05","2009/12",6,6
"4294","M6","P05","2009/2",4,4
"4295","M6","P05","2009/3",13,13
"4296","M6","P05","2009/4",17,17
"4297","M6","P05","2009/5",17,17
"4298","M6","P05","2009/6",8,8
"4299","M6","P05","2009/7",16,16
"4300","M6","P05","2009/8",10,10
"4301","M6","P05","2009/9",14,14
"4302","M6","P06","2007/10",181,185
"4303","M6","P06","2007/11",254,256
"4304","M6","P06","2007/12",244,244
"4305","M6","P06","2007/8",38,38
"4306","M6","P06","2007/9",63,63
"4307","M6","P06","2008/1",295,295
"4308","M6","P06","2008/10",547,550
"4309","M6","P06","2008/11",479,479
"4310","M6","P06","2008/12",502,505
"4311","M6","P06","2008/2",180,180
"4312","M6","P06","2008/3",350,352
"4313","M6","P06","2008/4",324,324
"4314","M6","P06","2008/5",412,413
"4315","M6","P06","2008/6",457,457
"4316","M6","P06","2008/7",612,614
"4317","M6","P06","2008/8",764,767
"4318","M6","P06","2008/9",795,798
"4319","M6","P06","2009/1",458,460
"4320","M6","P06","2009/10",374,377
"4321","M6","P06","2009/11",313,314
"4322","M6","P06","2009/12",216,219
"4323","M6","P06","2009/2",413,414
"4324","M6","P06","2009/3",698,700
"4325","M6","P06","2009/4",614,619
"4326","M6","P06","2009/5",535,537
"4327","M6","P06","2009/6",457,459
"4328","M6","P06","2009/7",484,489
"4329","M6","P06","2009/8",385,387
"4330","M6","P06","2009/9",335,338
"4331","M6","P09","2007/10",5,5
"4332","M6","P09","2007/11",5,5
"4333","M6","P09","2007/12",4,4
"4334","M6","P09","2007/8",4,4
"4335","M6","P09","2007/9",1,1
"4336","M6","P09","2008/1",6,6
"4337","M6","P09","2008/10",46,46
"4338","M6","P09","2008/11",67,67
"4339","M6","P09","2008/12",84,84
"4340","M6","P09","2008/2",3,3
"4341","M6","P09","2008/3",24,24
"4342","M6","P09","2008/4",14,14
"4343","M6","P09","2008/5",35,35
"4344","M6","P09","2008/6",57,57
"4345","M6","P09","2008/7",56,56
"4346","M6","P09","2008/8",67,67
"4347","M6","P09","2008/9",86,86
"4348","M6","P09","2009/1",61,61
"4349","M6","P09","2009/10",68,68
"4350","M6","P09","2009/11",46,46
"4351","M6","P09","2009/12",31,31
"4352","M6","P09","2009/2",48,48
"4353","M6","P09","2009/3",110,110
"4354","M6","P09","2009/4",111,111
"4355","M6","P09","2009/5",140,140
"4356","M6","P09","2009/6",163,163
"4357","M6","P09","2009/7",195,195
"4358","M6","P09","2009/8",124,124
"4359","M6","P09","2009/9",118,118
"4360","M6","P10","2007/10",2,2
"4361","M6","P10","2008/4",1,1
"4362","M6","P10","2008/6",1,1
"4363","M6","P10","2008/8",1,1
"4364","M6","P11","2008/8",1,1
"4365","M6","P12","2007/10",81,82
"4366","M6","P12","2007/11",67,67
"4367","M6","P12","2007/12",81,82
"4368","M6","P12","2007/7",1,1
"4369","M6","P12","2007/8",17,17
"4370","M6","P12","2007/9",53,53
"4371","M6","P12","2008/1",103,104
"4372","M6","P12","2008/10",102,108
"4373","M6","P12","2008/11",108,114
"4374","M6","P12","2008/12",144,150
"4375","M6","P12","2008/2",60,60
"4376","M6","P12","2008/3",90,90
"4377","M6","P12","2008/4",61,63
"4378","M6","P12","2008/5",63,66
"4379","M6","P12","2008/6",73,76
"4380","M6","P12","2008/7",97,106
"4381","M6","P12","2008/8",126,135
"4382","M6","P12","2008/9",111,119
"4383","M6","P12","2009/1",108,112
"4384","M6","P12","2009/10",8,41
"4385","M6","P12","2009/11",12,14
"4386","M6","P12","2009/12",3,4
"4387","M6","P12","2009/2",85,91
"4388","M6","P12","2009/3",34,40
"4389","M6","P12","2009/4",26,34
"4390","M6","P12","2009/5",22,26
"4391","M6","P12","2009/6",18,21
"4392","M6","P12","2009/7",15,21
"4393","M6","P12","2009/8",12,20
"4394","M6","P12","2009/9",8,9
"4395","M6","P13","2007/10",7,7
"4396","M6","P13","2007/11",11,11
"4397","M6","P13","2007/12",22,22
"4398","M6","P13","2007/9",1,1
"4399","M6","P13","2008/1",18,18
"4400","M6","P13","2008/10",17,17
"4401","M6","P13","2008/11",11,11
"4402","M6","P13","2008/12",11,11
"4403","M6","P13","2008/2",18,18
"4404","M6","P13","2008/3",15,15
"4405","M6","P13","2008/4",15,15
"4406","M6","P13","2008/5",10,10
"4407","M6","P13","2008/6",10,10
"4408","M6","P13","2008/7",11,11
"4409","M6","P13","2008/8",17,17
"4410","M6","P13","2008/9",15,15
"4411","M6","P13","2009/1",12,12
"4412","M6","P13","2009/10",10,10
"4413","M6","P13","2009/11",4,4
"4414","M6","P13","2009/12",5,5
"4415","M6","P13","2009/2",9,9
"4416","M6","P13","2009/3",8,8
"4417","M6","P13","2009/4",9,9
"4418","M6","P13","2009/5",14,14
"4419","M6","P13","2009/6",15,15
"4420","M6","P13","2009/7",10,10
"4421","M6","P13","2009/8",16,16
"4422","M6","P13","2009/9",9,9
"4423","M6","P15","2007/10",45,45
"4424","M6","P15","2007/11",46,46
"4425","M6","P15","2007/12",57,57
"4426","M6","P15","2007/8",20,20
"4427","M6","P15","2007/9",26,26
"4428","M6","P15","2008/1",58,58
"4429","M6","P15","2008/10",64,64
"4430","M6","P15","2008/11",53,53
"4431","M6","P15","2008/12",45,45
"4432","M6","P15","2008/2",56,56
"4433","M6","P15","2008/3",84,84
"4434","M6","P15","2008/4",79,79
"4435","M6","P15","2008/5",91,91
"4436","M6","P15","2008/6",70,70
"4437","M6","P15","2008/7",87,87
"4438","M6","P15","2008/8",105,105
"4439","M6","P15","2008/9",83,83
"4440","M6","P15","2009/1",41,41
"4441","M6","P15","2009/10",12,12
"4442","M6","P15","2009/11",7,7
"4443","M6","P15","2009/12",6,6
"4444","M6","P15","2009/2",30,30
"4445","M6","P15","2009/3",50,51
"4446","M6","P15","2009/4",44,44
"4447","M6","P15","2009/5",47,47
"4448","M6","P15","2009/6",37,37
"4449","M6","P15","2009/7",44,45
"4450","M6","P15","2009/8",36,36
"4451","M6","P15","2009/9",28,28
"4452","M6","P16","2007/10",60,60
"4453","M6","P16","2007/11",77,77
"4454","M6","P16","2007/12",84,84
"4455","M6","P16","2007/8",17,17
"4456","M6","P16","2007/9",37,37
"4457","M6","P16","2008/1",102,102
"4458","M6","P16","2008/10",1323,1325
"4459","M6","P16","2008/11",974,977
"4460","M6","P16","2008/12",687,689
"4461","M6","P16","2008/2",57,57
"4462","M6","P16","2008/3",112,112
"4463","M6","P16","2008/4",109,109
"4464","M6","P16","2008/5",145,145
"4465","M6","P16","2008/6",257,257
"4466","M6","P16","2008/7",393,395
"4467","M6","P16","2008/8",1012,1015
"4468","M6","P16","2008/9",1291,1293
"4469","M6","P16","2009/1",598,599
"4470","M6","P16","2009/10",685,686
"4471","M6","P16","2009/11",381,382
"4472","M6","P16","2009/12",216,216
"4473","M6","P16","2009/2",396,397
"4474","M6","P16","2009/3",653,655
"4475","M6","P16","2009/4",526,530
"4476","M6","P16","2009/5",891,892
"4477","M6","P16","2009/6",1181,1181
"4478","M6","P16","2009/7",1786,1790
"4479","M6","P16","2009/8",1867,1870
"4480","M6","P16","2009/9",1450,1454
"4481","M6","P17","2007/10",37,37
"4482","M6","P17","2007/11",42,42
"4483","M6","P17","2007/12",28,28
"4484","M6","P17","2007/7",1,1
"4485","M6","P17","2007/8",23,23
"4486","M6","P17","2007/9",31,32
"4487","M6","P17","2008/1",31,31
"4488","M6","P17","2008/10",34,35
"4489","M6","P17","2008/11",33,34
"4490","M6","P17","2008/12",30,31
"4491","M6","P17","2008/2",23,23
"4492","M6","P17","2008/3",49,49
"4493","M6","P17","2008/4",28,28
"4494","M6","P17","2008/5",28,28
"4495","M6","P17","2008/6",37,37
"4496","M6","P17","2008/7",47,47
"4497","M6","P17","2008/8",38,38
"4498","M6","P17","2008/9",46,47
"4499","M6","P17","2009/1",28,29
"4500","M6","P17","2009/10",14,14
"4501","M6","P17","2009/11",14,14
"4502","M6","P17","2009/12",8,8
"4503","M6","P17","2009/2",20,20
"4504","M6","P17","2009/3",31,31
"4505","M6","P17","2009/4",26,26
"4506","M6","P17","2009/5",23,23
"4507","M6","P17","2009/6",35,36
"4508","M6","P17","2009/7",45,45
"4509","M6","P17","2009/8",28,28
"4510","M6","P17","2009/9",35,35
"4511","M6","P19","2007/10",7,7
"4512","M6","P19","2007/11",3,3
"4513","M6","P19","2007/12",4,4
"4514","M6","P19","2007/8",1,1
"4515","M6","P19","2007/9",2,2
"4516","M6","P19","2008/1",3,3
"4517","M6","P19","2008/10",5,5
"4518","M6","P19","2008/11",12,12
"4519","M6","P19","2008/12",7,7
"4520","M6","P19","2008/3",3,3
"4521","M6","P19","2008/4",4,4
"4522","M6","P19","2008/5",8,8
"4523","M6","P19","2008/6",4,4
"4524","M6","P19","2008/7",7,7
"4525","M6","P19","2008/8",7,7
"4526","M6","P19","2008/9",11,11
"4527","M6","P19","2009/1",1,1
"4528","M6","P19","2009/10",5,5
"4529","M6","P19","2009/11",5,5
"4530","M6","P19","2009/12",1,1
"4531","M6","P19","2009/2",2,2
"4532","M6","P19","2009/3",9,9
"4533","M6","P19","2009/4",7,7
"4534","M6","P19","2009/5",13,13
"4535","M6","P19","2009/6",17,17
"4536","M6","P19","2009/7",10,10
"4537","M6","P19","2009/8",13,13
"4538","M6","P19","2009/9",7,7
"4539","M6","P20","2007/10",247,249
"4540","M6","P20","2007/11",332,332
"4541","M6","P20","2007/12",402,402
"4542","M6","P20","2007/7",5,5
"4543","M6","P20","2007/8",41,41
"4544","M6","P20","2007/9",207,207
"4545","M6","P20","2008/1",423,423
"4546","M6","P20","2008/10",607,608
"4547","M6","P20","2008/11",567,567
"4548","M6","P20","2008/12",501,502
"4549","M6","P20","2008/2",238,238
"4550","M6","P20","2008/3",553,553
"4551","M6","P20","2008/4",454,455
"4552","M6","P20","2008/5",478,478
"4553","M6","P20","2008/6",519,520
"4554","M6","P20","2008/7",626,626
"4555","M6","P20","2008/8",604,604
"4556","M6","P20","2008/9",716,716
"4557","M6","P20","2009/1",523,524
"4558","M6","P20","2009/10",223,224
"4559","M6","P20","2009/11",167,171
"4560","M6","P20","2009/12",109,109
"4561","M6","P20","2009/2",402,403
