"","module_category","component_category","year.month","TotalCount","SaleCount"
"1447","M3","P18","2006/12",48,86980
"1448","M3","P18","2007/1",48,39474
"1449","M3","P18","2007/2",48,15605
"1450","M3","P18","2007/3",48,29344
"1451","M3","P18","2007/4",48,24170
"1452","M3","P18","2007/5",48,6008
"1453","M3","P18","2007/6",48,8558
"1454","M3","P18","2007/7",48,1552
"1455","M3","P18","2007/8",48,6063
"1456","M3","P18","2007/9",48,1734
"1457","M3","P19","2006/10",48,72769
"1458","M3","P19","2006/11",48,86843
"1459","M3","P19","2006/12",48,86980
"1460","M3","P19","2007/1",48,39474
"1461","M3","P19","2007/2",48,15605
"1462","M3","P19","2007/3",48,29344
"1463","M3","P19","2007/4",48,24170
"1464","M3","P19","2007/5",48,6008
"1465","M3","P19","2007/6",48,8558
"1466","M3","P19","2007/7",48,1552
"1467","M3","P19","2007/8",48,6063
"1468","M3","P19","2007/9",48,1734
"1469","M3","P20","2006/10",48,72769
"1470","M3","P20","2006/11",48,86843
"1471","M3","P20","2006/12",48,86980
"1472","M3","P20","2007/1",48,39474
"1473","M3","P20","2007/2",48,15605
"1474","M3","P20","2007/3",48,29344
"1475","M3","P20","2007/4",48,24170
"1476","M3","P20","2007/5",48,6008
"1477","M3","P20","2007/6",48,8558
"1478","M3","P20","2007/7",48,1552
"1479","M3","P20","2007/8",48,6063
"1480","M3","P20","2007/9",48,1734
"1481","M3","P21","2006/10",48,72769
"1482","M3","P21","2006/11",48,86843
"1483","M3","P21","2006/12",48,86980
"1484","M3","P21","2007/1",48,39474
"1485","M3","P21","2007/2",48,15605
"1486","M3","P21","2007/3",48,29344
"1487","M3","P21","2007/4",48,24170
"1488","M3","P21","2007/5",48,6008
"1489","M3","P21","2007/6",48,8558
"1490","M3","P21","2007/7",48,1552
"1491","M3","P21","2007/8",48,6063
"1492","M3","P21","2007/9",48,1734
"1493","M3","P22","2006/10",48,72769
"1494","M3","P22","2006/11",48,86843
"1495","M3","P22","2006/12",48,86980
"1496","M3","P22","2007/1",48,39474
"1497","M3","P22","2007/2",48,15605
"1498","M3","P22","2007/3",48,29344
"1499","M3","P22","2007/4",48,24170
"1500","M3","P22","2007/5",48,6008
"1501","M3","P22","2007/6",48,8558
"1502","M3","P22","2007/7",48,1552
"1503","M3","P22","2007/8",48,6063
"1504","M3","P22","2007/9",48,1734
"1505","M3","P23","2006/10",48,72769
"1506","M3","P23","2006/11",48,86843
"1507","M3","P23","2006/12",48,86980
"1508","M3","P23","2007/1",48,39474
"1509","M3","P23","2007/2",48,15605
"1510","M3","P23","2007/3",48,29344
"1511","M3","P23","2007/4",48,24170
"1512","M3","P23","2007/5",48,6008
"1513","M3","P23","2007/6",48,8558
"1514","M3","P23","2007/7",48,1552
"1515","M3","P23","2007/8",48,6063
"1516","M3","P23","2007/9",48,1734
"1517","M3","P24","2006/10",48,72769
"1518","M3","P24","2006/11",48,86843
"1519","M3","P24","2006/12",48,86980
"1520","M3","P24","2007/1",48,39474
"1521","M3","P24","2007/2",48,15605
"1522","M3","P24","2007/3",48,29344
"1523","M3","P24","2007/4",48,24170
"1524","M3","P24","2007/5",48,6008
"1525","M3","P24","2007/6",48,8558
"1526","M3","P24","2007/7",48,1552
"1527","M3","P24","2007/8",48,6063
"1528","M3","P24","2007/9",48,1734
"1529","M3","P25","2006/10",48,72769
"1530","M3","P25","2006/11",48,86843
"1531","M3","P25","2006/12",48,86980
"1532","M3","P25","2007/1",48,39474
"1533","M3","P25","2007/2",48,15605
"1534","M3","P25","2007/3",48,29344
"1535","M3","P25","2007/4",48,24170
"1536","M3","P25","2007/5",48,6008
"1537","M3","P25","2007/6",48,8558
"1538","M3","P25","2007/7",48,1552
"1539","M3","P25","2007/8",48,6063
"1540","M3","P25","2007/9",48,1734
"1541","M3","P26","2006/10",48,72769
"1542","M3","P26","2006/11",48,86843
"1543","M3","P26","2006/12",48,86980
"1544","M3","P26","2007/1",48,39474
"1545","M3","P26","2007/2",48,15605
"1546","M3","P26","2007/3",48,29344
"1547","M3","P26","2007/4",48,24170
"1548","M3","P26","2007/5",48,6008
"1549","M3","P26","2007/6",48,8558
"1550","M3","P26","2007/7",48,1552
"1551","M3","P26","2007/8",48,6063
"1552","M3","P26","2007/9",48,1734
"1553","M3","P27","2006/10",48,72769
"1554","M3","P27","2006/11",48,86843
"1555","M3","P27","2006/12",48,86980
"1556","M3","P27","2007/1",48,39474
"1557","M3","P27","2007/2",48,15605
"1558","M3","P27","2007/3",48,29344
"1559","M3","P27","2007/4",48,24170
"1560","M3","P27","2007/5",48,6008
"1561","M3","P27","2007/6",48,8558
"1562","M3","P27","2007/7",48,1552
"1563","M3","P27","2007/8",48,6063
"1564","M3","P27","2007/9",48,1734
"1565","M3","P28","2006/10",48,72769
"1566","M3","P28","2006/11",48,86843
"1567","M3","P28","2006/12",48,86980
"1568","M3","P28","2007/1",48,39474
"1569","M3","P28","2007/2",48,15605
"1570","M3","P28","2007/3",48,29344
"1571","M3","P28","2007/4",48,24170
"1572","M3","P28","2007/5",48,6008
"1573","M3","P28","2007/6",48,8558
"1574","M3","P28","2007/7",48,1552
"1575","M3","P28","2007/8",48,6063
"1576","M3","P28","2007/9",48,1734
"1577","M3","P29","2006/10",48,72769
"1578","M3","P29","2006/11",48,86843
"1579","M3","P29","2006/12",48,86980
"1580","M3","P29","2007/1",48,39474
"1581","M3","P29","2007/2",48,15605
"1582","M3","P29","2007/3",48,29344
"1583","M3","P29","2007/4",48,24170
"1584","M3","P29","2007/5",48,6008
"1585","M3","P29","2007/6",48,8558
"1586","M3","P29","2007/7",48,1552
"1587","M3","P29","2007/8",48,6063
"1588","M3","P29","2007/9",48,1734
"1589","M3","P30","2006/10",48,72769
"1590","M3","P30","2006/11",48,86843
"1591","M3","P30","2006/12",48,86980
"1592","M3","P30","2007/1",48,39474
"1593","M3","P30","2007/2",48,15605
"1594","M3","P30","2007/3",48,29344
"1595","M3","P30","2007/4",48,24170
"1596","M3","P30","2007/5",48,6008
"1597","M3","P30","2007/6",48,8558
"1598","M3","P30","2007/7",48,1552
"1599","M3","P30","2007/8",48,6063
"1600","M3","P30","2007/9",48,1734
"1601","M3","P31","2006/10",48,72769
"1602","M3","P31","2006/11",48,86843
"1603","M3","P31","2006/12",48,86980
"1604","M3","P31","2007/1",48,39474
"1605","M3","P31","2007/2",48,15605
"1606","M3","P31","2007/3",48,29344
"1607","M3","P31","2007/4",48,24170
"1608","M3","P31","2007/5",48,6008
"1609","M3","P31","2007/6",48,8558
"1610","M3","P31","2007/7",48,1552
"1611","M3","P31","2007/8",48,6063
"1612","M3","P31","2007/9",48,1734
"1613","M4","P01","2005/1",57,9080
"1614","M4","P01","2005/10",57,43228
"1615","M4","P01","2005/11",57,33387
"1616","M4","P01","2005/12",57,59331
"1617","M4","P01","2005/2",57,8798
"1618","M4","P01","2005/3",57,24514
"1619","M4","P01","2005/4",57,43032
"1620","M4","P01","2005/5",57,50718
"1621","M4","P01","2005/6",57,38448
"1622","M4","P01","2005/7",57,40095
"1623","M4","P01","2005/8",57,67147
"1624","M4","P01","2005/9",57,46076
"1625","M4","P01","2006/1",57,29607
"1626","M4","P01","2006/2",57,38539
"1627","M4","P01","2006/3",57,16339
"1628","M4","P01","2006/4",57,6758
"1629","M4","P01","2006/5",57,2224
"1630","M4","P02","2005/1",57,9080
"1631","M4","P02","2005/10",57,43228
"1632","M4","P02","2005/11",57,33387
"1633","M4","P02","2005/12",57,59331
"1634","M4","P02","2005/2",57,8798
"1635","M4","P02","2005/3",57,24514
"1636","M4","P02","2005/4",57,43032
"1637","M4","P02","2005/5",57,50718
"1638","M4","P02","2005/6",57,38448
"1639","M4","P02","2005/7",57,40095
"1640","M4","P02","2005/8",57,67147
"1641","M4","P02","2005/9",57,46076
"1642","M4","P02","2006/1",57,29607
"1643","M4","P02","2006/2",57,38539
"1644","M4","P02","2006/3",57,16339
"1645","M4","P02","2006/4",57,6758
"1646","M4","P02","2006/5",57,2224
"1647","M4","P03","2005/1",57,9080
"1648","M4","P03","2005/10",57,43228
"1649","M4","P03","2005/11",57,33387
"1650","M4","P03","2005/12",57,59331
"1651","M4","P03","2005/2",57,8798
"1652","M4","P03","2005/3",57,24514
"1653","M4","P03","2005/4",57,43032
"1654","M4","P03","2005/5",57,50718
"1655","M4","P03","2005/6",57,38448
"1656","M4","P03","2005/7",57,40095
"1657","M4","P03","2005/8",57,67147
"1658","M4","P03","2005/9",57,46076
"1659","M4","P03","2006/1",57,29607
"1660","M4","P03","2006/2",57,38539
"1661","M4","P03","2006/3",57,16339
"1662","M4","P03","2006/4",57,6758
"1663","M4","P03","2006/5",57,2224
"1664","M4","P04","2005/1",57,9080
"1665","M4","P04","2005/10",57,43228
"1666","M4","P04","2005/11",57,33387
"1667","M4","P04","2005/12",57,59331
"1668","M4","P04","2005/2",57,8798
"1669","M4","P04","2005/3",57,24514
"1670","M4","P04","2005/4",57,43032
"1671","M4","P04","2005/5",57,50718
"1672","M4","P04","2005/6",57,38448
"1673","M4","P04","2005/7",57,40095
"1674","M4","P04","2005/8",57,67147
"1675","M4","P04","2005/9",57,46076
"1676","M4","P04","2006/1",57,29607
"1677","M4","P04","2006/2",57,38539
"1678","M4","P04","2006/3",57,16339
"1679","M4","P04","2006/4",57,6758
"1680","M4","P04","2006/5",57,2224
"1681","M4","P05","2005/1",57,9080
"1682","M4","P05","2005/10",57,43228
"1683","M4","P05","2005/11",57,33387
"1684","M4","P05","2005/12",57,59331
"1685","M4","P05","2005/2",57,8798
"1686","M4","P05","2005/3",57,24514
"1687","M4","P05","2005/4",57,43032
"1688","M4","P05","2005/5",57,50718
"1689","M4","P05","2005/6",57,38448
"1690","M4","P05","2005/7",57,40095
"1691","M4","P05","2005/8",57,67147
"1692","M4","P05","2005/9",57,46076
"1693","M4","P05","2006/1",57,29607
"1694","M4","P05","2006/2",57,38539
"1695","M4","P05","2006/3",57,16339
"1696","M4","P05","2006/4",57,6758
"1697","M4","P05","2006/5",57,2224
"1698","M4","P06","2005/1",57,9080
"1699","M4","P06","2005/10",57,43228
"1700","M4","P06","2005/11",57,33387
"1701","M4","P06","2005/12",57,59331
"1702","M4","P06","2005/2",57,8798
"1703","M4","P06","2005/3",57,24514
"1704","M4","P06","2005/4",57,43032
"1705","M4","P06","2005/5",57,50718
"1706","M4","P06","2005/6",57,38448
"1707","M4","P06","2005/7",57,40095
"1708","M4","P06","2005/8",57,67147
"1709","M4","P06","2005/9",57,46076
"1710","M4","P06","2006/1",57,29607
"1711","M4","P06","2006/2",57,38539
"1712","M4","P06","2006/3",57,16339
"1713","M4","P06","2006/4",57,6758
"1714","M4","P06","2006/5",57,2224
"1715","M4","P07","2005/1",57,9080
"1716","M4","P07","2005/10",57,43228
"1717","M4","P07","2005/11",57,33387
"1718","M4","P07","2005/12",57,59331
"1719","M4","P07","2005/2",57,8798
"1720","M4","P07","2005/3",57,24514
"1721","M4","P07","2005/4",57,43032
"1722","M4","P07","2005/5",57,50718
"1723","M4","P07","2005/6",57,38448
"1724","M4","P07","2005/7",57,40095
"1725","M4","P07","2005/8",57,67147
"1726","M4","P07","2005/9",57,46076
"1727","M4","P07","2006/1",57,29607
"1728","M4","P07","2006/2",57,38539
"1729","M4","P07","2006/3",57,16339
"1730","M4","P07","2006/4",57,6758
"1731","M4","P07","2006/5",57,2224
"1732","M4","P08","2005/1",57,9080
"1733","M4","P08","2005/10",57,43228
"1734","M4","P08","2005/11",57,33387
"1735","M4","P08","2005/12",57,59331
"1736","M4","P08","2005/2",57,8798
"1737","M4","P08","2005/3",57,24514
"1738","M4","P08","2005/4",57,43032
"1739","M4","P08","2005/5",57,50718
"1740","M4","P08","2005/6",57,38448
"1741","M4","P08","2005/7",57,40095
"1742","M4","P08","2005/8",57,67147
"1743","M4","P08","2005/9",57,46076
"1744","M4","P08","2006/1",57,29607
"1745","M4","P08","2006/2",57,38539
"1746","M4","P08","2006/3",57,16339
"1747","M4","P08","2006/4",57,6758
"1748","M4","P08","2006/5",57,2224
"1749","M4","P09","2005/1",57,9080
"1750","M4","P09","2005/10",57,43228
"1751","M4","P09","2005/11",57,33387
"1752","M4","P09","2005/12",57,59331
"1753","M4","P09","2005/2",57,8798
"1754","M4","P09","2005/3",57,24514
"1755","M4","P09","2005/4",57,43032
"1756","M4","P09","2005/5",57,50718
"1757","M4","P09","2005/6",57,38448
"1758","M4","P09","2005/7",57,40095
"1759","M4","P09","2005/8",57,67147
"1760","M4","P09","2005/9",57,46076
"1761","M4","P09","2006/1",57,29607
"1762","M4","P09","2006/2",57,38539
"1763","M4","P09","2006/3",57,16339
"1764","M4","P09","2006/4",57,6758
"1765","M4","P09","2006/5",57,2224
"1766","M4","P10","2005/1",57,9080
"1767","M4","P10","2005/10",57,43228
"1768","M4","P10","2005/11",57,33387
"1769","M4","P10","2005/12",57,59331
"1770","M4","P10","2005/2",57,8798
"1771","M4","P10","2005/3",57,24514
"1772","M4","P10","2005/4",57,43032
"1773","M4","P10","2005/5",57,50718
"1774","M4","P10","2005/6",57,38448
"1775","M4","P10","2005/7",57,40095
"1776","M4","P10","2005/8",57,67147
"1777","M4","P10","2005/9",57,46076
"1778","M4","P10","2006/1",57,29607
"1779","M4","P10","2006/2",57,38539
"1780","M4","P10","2006/3",57,16339
"1781","M4","P10","2006/4",57,6758
"1782","M4","P10","2006/5",57,2224
"1783","M4","P11","2005/1",57,9080
"1784","M4","P11","2005/10",57,43228
"1785","M4","P11","2005/11",57,33387
"1786","M4","P11","2005/12",57,59331
"1787","M4","P11","2005/2",57,8798
"1788","M4","P11","2005/3",57,24514
"1789","M4","P11","2005/4",57,43032
"1790","M4","P11","2005/5",57,50718
"1791","M4","P11","2005/6",57,38448
"1792","M4","P11","2005/7",57,40095
"1793","M4","P11","2005/8",57,67147
"1794","M4","P11","2005/9",57,46076
"1795","M4","P11","2006/1",57,29607
"1796","M4","P11","2006/2",57,38539
"1797","M4","P11","2006/3",57,16339
"1798","M4","P11","2006/4",57,6758
"1799","M4","P11","2006/5",57,2224
"1800","M4","P12","2005/1",57,9080
"1801","M4","P12","2005/10",57,43228
"1802","M4","P12","2005/11",57,33387
"1803","M4","P12","2005/12",57,59331
"1804","M4","P12","2005/2",57,8798
"1805","M4","P12","2005/3",57,24514
"1806","M4","P12","2005/4",57,43032
"1807","M4","P12","2005/5",57,50718
"1808","M4","P12","2005/6",57,38448
"1809","M4","P12","2005/7",57,40095
"1810","M4","P12","2005/8",57,67147
"1811","M4","P12","2005/9",57,46076
"1812","M4","P12","2006/1",57,29607
"1813","M4","P12","2006/2",57,38539
"1814","M4","P12","2006/3",57,16339
"1815","M4","P12","2006/4",57,6758
"1816","M4","P12","2006/5",57,2224
"1817","M4","P13","2005/1",57,9080
"1818","M4","P13","2005/10",57,43228
"1819","M4","P13","2005/11",57,33387
"1820","M4","P13","2005/12",57,59331
"1821","M4","P13","2005/2",57,8798
"1822","M4","P13","2005/3",57,24514
"1823","M4","P13","2005/4",57,43032
"1824","M4","P13","2005/5",57,50718
"1825","M4","P13","2005/6",57,38448
"1826","M4","P13","2005/7",57,40095
"1827","M4","P13","2005/8",57,67147
"1828","M4","P13","2005/9",57,46076
"1829","M4","P13","2006/1",57,29607
"1830","M4","P13","2006/2",57,38539
"1831","M4","P13","2006/3",57,16339
"1832","M4","P13","2006/4",57,6758
"1833","M4","P13","2006/5",57,2224
"1834","M4","P14","2005/1",57,9080
"1835","M4","P14","2005/10",57,43228
"1836","M4","P14","2005/11",57,33387
"1837","M4","P14","2005/12",57,59331
"1838","M4","P14","2005/2",57,8798
"1839","M4","P14","2005/3",57,24514
"1840","M4","P14","2005/4",57,43032
"1841","M4","P14","2005/5",57,50718
"1842","M4","P14","2005/6",57,38448
"1843","M4","P14","2005/7",57,40095
"1844","M4","P14","2005/8",57,67147
"1845","M4","P14","2005/9",57,46076
"1846","M4","P14","2006/1",57,29607
"1847","M4","P14","2006/2",57,38539
"1848","M4","P14","2006/3",57,16339
"1849","M4","P14","2006/4",57,6758
"1850","M4","P14","2006/5",57,2224
"1851","M4","P15","2005/1",57,9080
"1852","M4","P15","2005/10",57,43228
"1853","M4","P15","2005/11",57,33387
"1854","M4","P15","2005/12",57,59331
"1855","M4","P15","2005/2",57,8798
"1856","M4","P15","2005/3",57,24514
"1857","M4","P15","2005/4",57,43032
"1858","M4","P15","2005/5",57,50718
"1859","M4","P15","2005/6",57,38448
"1860","M4","P15","2005/7",57,40095
"1861","M4","P15","2005/8",57,67147
"1862","M4","P15","2005/9",57,46076
"1863","M4","P15","2006/1",57,29607
"1864","M4","P15","2006/2",57,38539
"1865","M4","P15","2006/3",57,16339
"1866","M4","P15","2006/4",57,6758
"1867","M4","P15","2006/5",57,2224
"1868","M4","P16","2005/1",57,9080
"1869","M4","P16","2005/10",57,43228
"1870","M4","P16","2005/11",57,33387
"1871","M4","P16","2005/12",57,59331
"1872","M4","P16","2005/2",57,8798
"1873","M4","P16","2005/3",57,24514
"1874","M4","P16","2005/4",57,43032
"1875","M4","P16","2005/5",57,50718
"1876","M4","P16","2005/6",57,38448
"1877","M4","P16","2005/7",57,40095
"1878","M4","P16","2005/8",57,67147
"1879","M4","P16","2005/9",57,46076
"1880","M4","P16","2006/1",57,29607
"1881","M4","P16","2006/2",57,38539
"1882","M4","P16","2006/3",57,16339
"1883","M4","P16","2006/4",57,6758
"1884","M4","P16","2006/5",57,2224
"1885","M4","P17","2005/1",57,9080
"1886","M4","P17","2005/10",57,43228
"1887","M4","P17","2005/11",57,33387
"1888","M4","P17","2005/12",57,59331
"1889","M4","P17","2005/2",57,8798
"1890","M4","P17","2005/3",57,24514
"1891","M4","P17","2005/4",57,43032
"1892","M4","P17","2005/5",57,50718
"1893","M4","P17","2005/6",57,38448
"1894","M4","P17","2005/7",57,40095
"1895","M4","P17","2005/8",57,67147
"1896","M4","P17","2005/9",57,46076
"1897","M4","P17","2006/1",57,29607
"1898","M4","P17","2006/2",57,38539
"1899","M4","P17","2006/3",57,16339
"1900","M4","P17","2006/4",57,6758
"1901","M4","P17","2006/5",57,2224
"1902","M4","P18","2005/1",57,9080
"1903","M4","P18","2005/10",57,43228
"1904","M4","P18","2005/11",57,33387
"1905","M4","P18","2005/12",57,59331
"1906","M4","P18","2005/2",57,8798
"1907","M4","P18","2005/3",57,24514
"1908","M4","P18","2005/4",57,43032
"1909","M4","P18","2005/5",57,50718
"1910","M4","P18","2005/6",57,38448
"1911","M4","P18","2005/7",57,40095
"1912","M4","P18","2005/8",57,67147
"1913","M4","P18","2005/9",57,46076
"1914","M4","P18","2006/1",57,29607
"1915","M4","P18","2006/2",57,38539
"1916","M4","P18","2006/3",57,16339
"1917","M4","P18","2006/4",57,6758
"1918","M4","P18","2006/5",57,2224
"1919","M4","P19","2005/1",57,9080
"1920","M4","P19","2005/10",57,43228
"1921","M4","P19","2005/11",57,33387
"1922","M4","P19","2005/12",57,59331
"1923","M4","P19","2005/2",57,8798
"1924","M4","P19","2005/3",57,24514
"1925","M4","P19","2005/4",57,43032
"1926","M4","P19","2005/5",57,50718
"1927","M4","P19","2005/6",57,38448
"1928","M4","P19","2005/7",57,40095
"1929","M4","P19","2005/8",57,67147
"1930","M4","P19","2005/9",57,46076
"1931","M4","P19","2006/1",57,29607
"1932","M4","P19","2006/2",57,38539
"1933","M4","P19","2006/3",57,16339
"1934","M4","P19","2006/4",57,6758
"1935","M4","P19","2006/5",57,2224
"1936","M4","P20","2005/1",57,9080
"1937","M4","P20","2005/10",57,43228
"1938","M4","P20","2005/11",57,33387
"1939","M4","P20","2005/12",57,59331
"1940","M4","P20","2005/2",57,8798
"1941","M4","P20","2005/3",57,24514
"1942","M4","P20","2005/4",57,43032
"1943","M4","P20","2005/5",57,50718
"1944","M4","P20","2005/6",57,38448
"1945","M4","P20","2005/7",57,40095
"1946","M4","P20","2005/8",57,67147
"1947","M4","P20","2005/9",57,46076
"1948","M4","P20","2006/1",57,29607
"1949","M4","P20","2006/2",57,38539
"1950","M4","P20","2006/3",57,16339
"1951","M4","P20","2006/4",57,6758
"1952","M4","P20","2006/5",57,2224
"1953","M4","P21","2005/1",57,9080
"1954","M4","P21","2005/10",57,43228
"1955","M4","P21","2005/11",57,33387
"1956","M4","P21","2005/12",57,59331
"1957","M4","P21","2005/2",57,8798
"1958","M4","P21","2005/3",57,24514
"1959","M4","P21","2005/4",57,43032
"1960","M4","P21","2005/5",57,50718
"1961","M4","P21","2005/6",57,38448
"1962","M4","P21","2005/7",57,40095
"1963","M4","P21","2005/8",57,67147
"1964","M4","P21","2005/9",57,46076
"1965","M4","P21","2006/1",57,29607
"1966","M4","P21","2006/2",57,38539
"1967","M4","P21","2006/3",57,16339
"1968","M4","P21","2006/4",57,6758
"1969","M4","P21","2006/5",57,2224
"1970","M4","P22","2005/1",57,9080
"1971","M4","P22","2005/10",57,43228
"1972","M4","P22","2005/11",57,33387
"1973","M4","P22","2005/12",57,59331
"1974","M4","P22","2005/2",57,8798
"1975","M4","P22","2005/3",57,24514
"1976","M4","P22","2005/4",57,43032
"1977","M4","P22","2005/5",57,50718
"1978","M4","P22","2005/6",57,38448
"1979","M4","P22","2005/7",57,40095
"1980","M4","P22","2005/8",57,67147
"1981","M4","P22","2005/9",57,46076
"1982","M4","P22","2006/1",57,29607
"1983","M4","P22","2006/2",57,38539
"1984","M4","P22","2006/3",57,16339
"1985","M4","P22","2006/4",57,6758
"1986","M4","P22","2006/5",57,2224
"1987","M4","P23","2005/1",57,9080
"1988","M4","P23","2005/10",57,43228
"1989","M4","P23","2005/11",57,33387
"1990","M4","P23","2005/12",57,59331
"1991","M4","P23","2005/2",57,8798
"1992","M4","P23","2005/3",57,24514
"1993","M4","P23","2005/4",57,43032
"1994","M4","P23","2005/5",57,50718
"1995","M4","P23","2005/6",57,38448
"1996","M4","P23","2005/7",57,40095
"1997","M4","P23","2005/8",57,67147
"1998","M4","P23","2005/9",57,46076
"1999","M4","P23","2006/1",57,29607
"2000","M4","P23","2006/2",57,38539
"2001","M4","P23","2006/3",57,16339
"2002","M4","P23","2006/4",57,6758
"2003","M4","P23","2006/5",57,2224
"2004","M4","P24","2005/1",57,9080
"2005","M4","P24","2005/10",57,43228
"2006","M4","P24","2005/11",57,33387
"2007","M4","P24","2005/12",57,59331
"2008","M4","P24","2005/2",57,8798
"2009","M4","P24","2005/3",57,24514
"2010","M4","P24","2005/4",57,43032
"2011","M4","P24","2005/5",57,50718
"2012","M4","P24","2005/6",57,38448
"2013","M4","P24","2005/7",57,40095
"2014","M4","P24","2005/8",57,67147
"2015","M4","P24","2005/9",57,46076
"2016","M4","P24","2006/1",57,29607
"2017","M4","P24","2006/2",57,38539
"2018","M4","P24","2006/3",57,16339
"2019","M4","P24","2006/4",57,6758
"2020","M4","P24","2006/5",57,2224
"2021","M4","P25","2005/1",57,9080
"2022","M4","P25","2005/10",57,43228
"2023","M4","P25","2005/11",57,33387
"2024","M4","P25","2005/12",57,59331
"2025","M4","P25","2005/2",57,8798
"2026","M4","P25","2005/3",57,24514
"2027","M4","P25","2005/4",57,43032
"2028","M4","P25","2005/5",57,50718
"2029","M4","P25","2005/6",57,38448
"2030","M4","P25","2005/7",57,40095
"2031","M4","P25","2005/8",57,67147
"2032","M4","P25","2005/9",57,46076
"2033","M4","P25","2006/1",57,29607
"2034","M4","P25","2006/2",57,38539
"2035","M4","P25","2006/3",57,16339
"2036","M4","P25","2006/4",57,6758
"2037","M4","P25","2006/5",57,2224
"2038","M4","P26","2005/1",57,9080
"2039","M4","P26","2005/10",57,43228
"2040","M4","P26","2005/11",57,33387
"2041","M4","P26","2005/12",57,59331
"2042","M4","P26","2005/2",57,8798
"2043","M4","P26","2005/3",57,24514
"2044","M4","P26","2005/4",57,43032
"2045","M4","P26","2005/5",57,50718
"2046","M4","P26","2005/6",57,38448
"2047","M4","P26","2005/7",57,40095
"2048","M4","P26","2005/8",57,67147
"2049","M4","P26","2005/9",57,46076
"2050","M4","P26","2006/1",57,29607
"2051","M4","P26","2006/2",57,38539
"2052","M4","P26","2006/3",57,16339
"2053","M4","P26","2006/4",57,6758
"2054","M4","P26","2006/5",57,2224
"2055","M4","P27","2005/1",57,9080
"2056","M4","P27","2005/10",57,43228
"2057","M4","P27","2005/11",57,33387
"2058","M4","P27","2005/12",57,59331
"2059","M4","P27","2005/2",57,8798
"2060","M4","P27","2005/3",57,24514
"2061","M4","P27","2005/4",57,43032
"2062","M4","P27","2005/5",57,50718
"2063","M4","P27","2005/6",57,38448
"2064","M4","P27","2005/7",57,40095
"2065","M4","P27","2005/8",57,67147
"2066","M4","P27","2005/9",57,46076
"2067","M4","P27","2006/1",57,29607
"2068","M4","P27","2006/2",57,38539
"2069","M4","P27","2006/3",57,16339
"2070","M4","P27","2006/4",57,6758
"2071","M4","P27","2006/5",57,2224
"2072","M4","P28","2005/1",57,9080
"2073","M4","P28","2005/10",57,43228
"2074","M4","P28","2005/11",57,33387
"2075","M4","P28","2005/12",57,59331
"2076","M4","P28","2005/2",57,8798
"2077","M4","P28","2005/3",57,24514
"2078","M4","P28","2005/4",57,43032
"2079","M4","P28","2005/5",57,50718
"2080","M4","P28","2005/6",57,38448
"2081","M4","P28","2005/7",57,40095
"2082","M4","P28","2005/8",57,67147
"2083","M4","P28","2005/9",57,46076
"2084","M4","P28","2006/1",57,29607
"2085","M4","P28","2006/2",57,38539
"2086","M4","P28","2006/3",57,16339
"2087","M4","P28","2006/4",57,6758
"2088","M4","P28","2006/5",57,2224
"2089","M4","P29","2005/1",57,9080
"2090","M4","P29","2005/10",57,43228
"2091","M4","P29","2005/11",57,33387
"2092","M4","P29","2005/12",57,59331
"2093","M4","P29","2005/2",57,8798
"2094","M4","P29","2005/3",57,24514
"2095","M4","P29","2005/4",57,43032
"2096","M4","P29","2005/5",57,50718
"2097","M4","P29","2005/6",57,38448
"2098","M4","P29","2005/7",57,40095
"2099","M4","P29","2005/8",57,67147
"2100","M4","P29","2005/9",57,46076
"2101","M4","P29","2006/1",57,29607
"2102","M4","P29","2006/2",57,38539
"2103","M4","P29","2006/3",57,16339
"2104","M4","P29","2006/4",57,6758
"2105","M4","P29","2006/5",57,2224
"2106","M4","P30","2005/1",57,9080
"2107","M4","P30","2005/10",57,43228
"2108","M4","P30","2005/11",57,33387
"2109","M4","P30","2005/12",57,59331
"2110","M4","P30","2005/2",57,8798
"2111","M4","P30","2005/3",57,24514
"2112","M4","P30","2005/4",57,43032
"2113","M4","P30","2005/5",57,50718
"2114","M4","P30","2005/6",57,38448
"2115","M4","P30","2005/7",57,40095
"2116","M4","P30","2005/8",57,67147
"2117","M4","P30","2005/9",57,46076
"2118","M4","P30","2006/1",57,29607
"2119","M4","P30","2006/2",57,38539
"2120","M4","P30","2006/3",57,16339
"2121","M4","P30","2006/4",57,6758
"2122","M4","P30","2006/5",57,2224
"2123","M4","P31","2005/1",57,9080
"2124","M4","P31","2005/10",57,43228
"2125","M4","P31","2005/11",57,33387
"2126","M4","P31","2005/12",57,59331
"2127","M4","P31","2005/2",57,8798
"2128","M4","P31","2005/3",57,24514
"2129","M4","P31","2005/4",57,43032
"2130","M4","P31","2005/5",57,50718
"2131","M4","P31","2005/6",57,38448
"2132","M4","P31","2005/7",57,40095
"2133","M4","P31","2005/8",57,67147
"2134","M4","P31","2005/9",57,46076
"2135","M4","P31","2006/1",57,29607
"2136","M4","P31","2006/2",57,38539
"2137","M4","P31","2006/3",57,16339
"2138","M4","P31","2006/4",57,6758
"2139","M4","P31","2006/5",57,2224
"2140","M5","P01","2005/10",55,50602
"2141","M5","P01","2005/11",55,93738
"2142","M5","P01","2005/12",55,48311
"2143","M5","P01","2005/9",55,5729
"2144","M5","P01","2006/1",55,63755
